'x',"gameId","playId","nflId","frameId","time","jerseyNumber","team","playDirection","x","y","s","a","dis","o","dir","event"
636017,2021091207,2244,35472.0,22,2021-09-12T18:39:00.000,76.0,TEN,left,42.09,21.59,2.07,0.97,0.21,250.93,88.93,None
636018,2021091207,2244,35472.0,23,2021-09-12T18:39:00.100,76.0,TEN,left,42.29,21.6,1.91,1.31,0.19,250.13,88.1,None
636019,2021091207,2244,35472.0,24,2021-09-12T18:39:00.200,76.0,TEN,left,42.46,21.61,1.72,1.59,0.17,251.11,86.71,None
636020,2021091207,2244,35472.0,25,2021-09-12T18:39:00.300,76.0,TEN,left,42.61,21.63,1.51,1.72,0.16,251.11,84.15,None
636021,2021091207,2244,35472.0,26,2021-09-12T18:39:00.400,76.0,TEN,left,42.75,21.63,1.31,1.71,0.14,251.11,86.1,None
636022,2021091207,2244,35472.0,27,2021-09-12T18:39:00.500,76.0,TEN,left,42.87,21.64,1.12,1.68,0.12,248.67,85.65,None
636023,2021091207,2244,35472.0,28,2021-09-12T18:39:00.600,76.0,TEN,left,42.95,21.64,0.87,1.68,0.08,246.83,86.27,None
636024,2021091207,2244,35472.0,29,2021-09-12T18:39:00.700,76.0,TEN,left,43.02,21.64,0.65,1.62,0.06,247.4,88.35,None
636025,2021091207,2244,35472.0,30,2021-09-12T18:39:00.800,76.0,TEN,left,43.06,21.63,0.43,1.55,0.04,258.25,97.32,None
636026,2021091207,2244,35472.0,31,2021-09-12T18:39:00.900,76.0,TEN,left,43.09,21.62,0.26,1.42,0.03,262.5,109.67,None
636027,2021091207,2244,35472.0,32,2021-09-12T18:39:01.000,76.0,TEN,left,43.09,21.61,0.13,1.25,0.01,266.14,143.88,None
636028,2021091207,2244,35472.0,33,2021-09-12T18:39:01.100,76.0,TEN,left,43.08,21.61,0.14,1.12,0.01,280.44,222.06,None
636029,2021091207,2244,35472.0,34,2021-09-12T18:39:01.200,76.0,TEN,left,43.06,21.59,0.27,0.94,0.03,289.15,244.51,None
636030,2021091207,2244,35472.0,35,2021-09-12T18:39:01.300,76.0,TEN,left,43.02,21.61,0.37,0.8,0.04,295.26,266.81,None
636031,2021091207,2244,35472.0,36,2021-09-12T18:39:01.400,76.0,TEN,left,42.97,21.63,0.52,0.91,0.06,293.86,286.68,None
636032,2021091207,2244,35472.0,37,2021-09-12T18:39:01.500,76.0,TEN,left,42.91,21.67,0.64,0.82,0.07,300.55,295.11,pass_forward
636033,2021091207,2244,35472.0,38,2021-09-12T18:39:01.600,76.0,TEN,left,42.84,21.72,0.78,0.75,0.08,305.56,303.34,None
636034,2021091207,2244,35472.0,39,2021-09-12T18:39:01.700,76.0,TEN,left,42.77,21.77,0.87,0.61,0.09,309.42,307.64,None
636035,2021091207,2244,35472.0,40,2021-09-12T18:39:01.800,76.0,TEN,left,42.7,21.84,0.97,0.6,0.1,310.01,312.1,None
636036,2021091207,2244,35472.0,41,2021-09-12T18:39:01.900,76.0,TEN,left,42.61,21.91,1.06,0.44,0.11,311.7,313.25,None
636037,2021091207,2244,35472.0,42,2021-09-12T18:39:02.000,76.0,TEN,left,42.53,21.99,1.09,0.25,0.11,311.7,314.64,None
636038,2021091207,2244,37079.0,1,2021-09-12T18:38:57.900,2.0,TEN,left,39.85,14.87,0.01,0.23,0.0,303.49,203.61,None
636039,2021091207,2244,37079.0,2,2021-09-12T18:38:58.000,2.0,TEN,left,39.84,14.86,0.08,0.36,0.0,300.66,206.18,None
636040,2021091207,2244,37079.0,3,2021-09-12T18:38:58.100,2.0,TEN,left,39.84,14.85,0.14,0.43,0.01,298.32,197.65,None
636041,2021091207,2244,37079.0,4,2021-09-12T18:38:58.200,2.0,TEN,left,39.84,14.84,0.16,0.33,0.01,296.57,188.78,None
636042,2021091207,2244,37079.0,5,2021-09-12T18:38:58.300,2.0,TEN,left,39.84,14.82,0.2,0.3,0.02,295.91,181.69,None
636043,2021091207,2244,37079.0,6,2021-09-12T18:38:58.400,2.0,TEN,left,39.83,14.79,0.24,0.28,0.02,295.91,193.79,ball_snap
636044,2021091207,2244,37079.0,7,2021-09-12T18:38:58.500,2.0,TEN,left,39.81,14.76,0.4,0.63,0.04,295.91,212.87,None
636045,2021091207,2244,37079.0,8,2021-09-12T18:38:58.600,2.0,TEN,left,39.77,14.72,0.57,0.87,0.06,291.25,218.7,None
636046,2021091207,2244,37079.0,9,2021-09-12T18:38:58.700,2.0,TEN,left,39.72,14.65,0.83,1.23,0.09,286.66,221.79,None
636047,2021091207,2244,37079.0,10,2021-09-12T18:38:58.800,2.0,TEN,left,39.63,14.57,1.13,1.6,0.11,278.64,225.77,None
636048,2021091207,2244,37079.0,11,2021-09-12T18:38:58.900,2.0,TEN,left,39.51,14.46,1.57,2.15,0.16,281.99,227.44,None
636049,2021091207,2244,37079.0,12,2021-09-12T18:38:59.000,2.0,TEN,left,39.36,14.34,1.99,2.45,0.2,264.5,230.55,None
636050,2021091207,2244,37079.0,13,2021-09-12T18:38:59.100,2.0,TEN,left,39.17,14.19,2.44,2.65,0.24,260.79,232.67,None
636051,2021091207,2244,37079.0,14,2021-09-12T18:38:59.200,2.0,TEN,left,38.92,14.04,2.89,2.84,0.29,253.83,236.13,None
636052,2021091207,2244,37079.0,15,2021-09-12T18:38:59.300,2.0,TEN,left,38.61,13.85,3.57,3.65,0.37,253.83,238.44,None
636053,2021091207,2244,37079.0,16,2021-09-12T18:38:59.400,2.0,TEN,left,38.27,13.65,4.04,3.49,0.39,242.83,239.89,None
636054,2021091207,2244,37079.0,17,2021-09-12T18:38:59.500,2.0,TEN,left,37.88,13.43,4.57,3.68,0.44,244.32,240.57,None
636055,2021091207,2244,37079.0,18,2021-09-12T18:38:59.600,2.0,TEN,left,37.45,13.19,5.06,3.62,0.49,250.16,241.5,None
636056,2021091207,2244,37079.0,19,2021-09-12T18:38:59.700,2.0,TEN,left,36.97,12.93,5.54,3.24,0.54,256.82,241.66,None
636057,2021091207,2244,37079.0,20,2021-09-12T18:38:59.800,2.0,TEN,left,36.45,12.66,6.02,3.03,0.59,251.7,242.73,None
636058,2021091207,2244,37079.0,21,2021-09-12T18:38:59.900,2.0,TEN,left,35.89,12.38,6.38,2.52,0.63,249.6,243.19,None
636059,2021091207,2244,37079.0,22,2021-09-12T18:39:00.000,2.0,TEN,left,35.3,12.09,6.69,2.1,0.66,252.15,243.48,None
636060,2021091207,2244,37079.0,23,2021-09-12T18:39:00.100,2.0,TEN,left,34.69,11.79,6.97,1.76,0.68,257.45,244.34,None
636061,2021091207,2244,37079.0,24,2021-09-12T18:39:00.200,2.0,TEN,left,34.05,11.49,7.15,1.3,0.71,254.86,244.89,None
636062,2021091207,2244,37079.0,25,2021-09-12T18:39:00.300,2.0,TEN,left,33.39,11.18,7.34,0.97,0.73,253.95,245.13,None
636063,2021091207,2244,37079.0,26,2021-09-12T18:39:00.400,2.0,TEN,left,32.72,10.85,7.48,0.51,0.74,252.31,244.36,None
636064,2021091207,2244,37079.0,27,2021-09-12T18:39:00.500,2.0,TEN,left,32.04,10.51,7.66,0.75,0.76,249.53,243.09,None
636065,2021091207,2244,37079.0,28,2021-09-12T18:39:00.600,2.0,TEN,left,31.35,10.16,7.75,0.82,0.77,250.86,242.44,None
636066,2021091207,2244,37079.0,29,2021-09-12T18:39:00.700,2.0,TEN,left,30.66,9.78,7.87,1.23,0.79,252.27,241.0,None
636067,2021091207,2244,37079.0,30,2021-09-12T18:39:00.800,2.0,TEN,left,29.97,9.38,7.91,1.41,0.79,250.77,239.56,None
636068,2021091207,2244,37079.0,31,2021-09-12T18:39:00.900,2.0,TEN,left,29.3,8.95,7.95,1.89,0.8,254.83,237.32,None
636069,2021091207,2244,37079.0,32,2021-09-12T18:39:01.000,2.0,TEN,left,28.64,8.51,7.93,2.02,0.79,262.0,235.65,None
636070,2021091207,2244,37079.0,33,2021-09-12T18:39:01.100,2.0,TEN,left,27.99,8.05,7.9,2.04,0.8,263.53,234.14,None
636071,2021091207,2244,37079.0,34,2021-09-12T18:39:01.200,2.0,TEN,left,27.35,7.55,7.99,2.24,0.81,278.98,231.62,None
636072,2021091207,2244,37079.0,35,2021-09-12T18:39:01.300,2.0,TEN,left,26.73,7.04,8.0,2.17,0.81,291.43,229.9,None
636073,2021091207,2244,37079.0,36,2021-09-12T18:39:01.400,2.0,TEN,left,26.11,6.51,8.05,1.88,0.81,308.17,228.67,None
636074,2021091207,2244,37079.0,37,2021-09-12T18:39:01.500,2.0,TEN,left,25.51,5.98,8.03,1.62,0.81,316.4,227.77,pass_forward
636075,2021091207,2244,37079.0,38,2021-09-12T18:39:01.600,2.0,TEN,left,24.91,5.44,7.99,1.25,0.8,322.32,227.78,None
636076,2021091207,2244,37079.0,39,2021-09-12T18:39:01.700,2.0,TEN,left,24.32,4.91,7.88,1.33,0.79,327.33,228.3,None
636077,2021091207,2244,37079.0,40,2021-09-12T18:39:01.800,2.0,TEN,left,23.74,4.4,7.62,2.07,0.77,328.55,229.28,None
636078,2021091207,2244,37079.0,41,2021-09-12T18:39:01.900,2.0,TEN,left,23.17,3.92,7.34,2.65,0.75,326.93,230.36,None
636079,2021091207,2244,37079.0,42,2021-09-12T18:39:02.000,2.0,TEN,left,22.6,3.49,6.98,3.27,0.71,317.66,232.53,None
636080,2021091207,2244,37084.0,1,2021-09-12T18:38:57.900,99.0,ARI,left,37.33,27.97,0.22,0.38,0.02,41.49,290.97,None
636081,2021091207,2244,37084.0,2,2021-09-12T18:38:58.000,99.0,ARI,left,37.32,27.98,0.17,0.4,0.01,43.07,288.85,None
636082,2021091207,2244,37084.0,3,2021-09-12T18:38:58.100,99.0,ARI,left,37.32,28.0,0.11,0.42,0.02,36.19,321.67,None
636083,2021091207,2244,37084.0,4,2021-09-12T18:38:58.200,99.0,ARI,left,37.32,27.99,0.03,0.5,0.0,37.82,19.46,None
636084,2021091207,2244,37084.0,5,2021-09-12T18:38:58.300,99.0,ARI,left,37.34,27.97,0.17,0.76,0.03,46.81,125.43,None
636085,2021091207,2244,37084.0,6,2021-09-12T18:38:58.400,99.0,ARI,left,37.37,27.95,0.37,0.95,0.04,49.93,124.77,ball_snap
636086,2021091207,2244,37084.0,7,2021-09-12T18:38:58.500,99.0,ARI,left,37.41,27.91,0.6,1.19,0.06,55.31,134.97,None
636087,2021091207,2244,37084.0,8,2021-09-12T18:38:58.600,99.0,ARI,left,37.45,27.84,0.84,1.22,0.08,60.25,148.38,None
636088,2021091207,2244,37084.0,9,2021-09-12T18:38:58.700,99.0,ARI,left,37.5,27.75,1.09,1.23,0.11,64.95,154.38,None
636089,2021091207,2244,37084.0,10,2021-09-12T18:38:58.800,99.0,ARI,left,37.54,27.61,1.45,1.42,0.15,71.15,160.49,None
636090,2021091207,2244,37084.0,11,2021-09-12T18:38:58.900,99.0,ARI,left,37.6,27.45,1.73,1.28,0.17,74.93,161.44,None
636091,2021091207,2244,37084.0,12,2021-09-12T18:38:59.000,99.0,ARI,left,37.68,27.24,2.07,1.14,0.22,84.62,161.79,None
636092,2021091207,2244,37084.0,13,2021-09-12T18:38:59.100,99.0,ARI,left,37.75,27.01,2.35,1.0,0.25,92.3,162.48,None
636093,2021091207,2244,37084.0,14,2021-09-12T18:38:59.200,99.0,ARI,left,37.84,26.76,2.54,0.63,0.26,96.68,161.54,None
636094,2021091207,2244,37084.0,15,2021-09-12T18:38:59.300,99.0,ARI,left,37.94,26.48,2.81,0.58,0.3,94.48,160.49,None
636095,2021091207,2244,37084.0,16,2021-09-12T18:38:59.400,99.0,ARI,left,38.08,26.18,3.06,0.53,0.33,101.93,157.61,None
636096,2021091207,2244,37084.0,17,2021-09-12T18:38:59.500,99.0,ARI,left,38.24,25.88,3.24,0.62,0.34,104.4,154.46,None
636097,2021091207,2244,37084.0,18,2021-09-12T18:38:59.600,99.0,ARI,left,38.45,25.57,3.44,0.93,0.37,104.4,149.93,None
636098,2021091207,2244,37084.0,19,2021-09-12T18:38:59.700,99.0,ARI,left,38.66,25.27,3.5,1.18,0.36,109.07,146.28,None
636099,2021091207,2244,37084.0,20,2021-09-12T18:38:59.800,99.0,ARI,left,38.88,24.99,3.51,1.66,0.35,117.31,142.27,None
636100,2021091207,2244,37084.0,21,2021-09-12T18:38:59.900,99.0,ARI,left,39.08,24.73,3.39,1.65,0.34,122.89,140.38,None
636101,2021091207,2244,37084.0,22,2021-09-12T18:39:00.000,99.0,ARI,left,39.29,24.48,3.18,1.93,0.32,129.6,138.71,None
636102,2021091207,2244,37084.0,23,2021-09-12T18:39:00.100,99.0,ARI,left,39.48,24.27,2.85,2.42,0.28,132.88,136.93,None
636103,2021091207,2244,37084.0,24,2021-09-12T18:39:00.200,99.0,ARI,left,39.63,24.09,2.43,2.91,0.24,133.86,137.04,None
636104,2021091207,2244,37084.0,25,2021-09-12T18:39:00.300,99.0,ARI,left,39.77,23.94,2.02,3.13,0.21,139.73,136.87,None
636105,2021091207,2244,37084.0,26,2021-09-12T18:39:00.400,99.0,ARI,left,39.88,23.83,1.59,3.19,0.16,149.84,135.49,None
636106,2021091207,2244,37084.0,27,2021-09-12T18:39:00.500,99.0,ARI,left,39.98,23.73,1.25,2.99,0.14,162.81,135.07,None
636107,2021091207,2244,37084.0,28,2021-09-12T18:39:00.600,99.0,ARI,left,40.06,23.68,0.88,2.92,0.09,169.67,127.52,None
636108,2021091207,2244,37084.0,29,2021-09-12T18:39:00.700,99.0,ARI,left,40.13,23.66,0.62,2.6,0.07,174.24,109.26,None
636109,2021091207,2244,37084.0,30,2021-09-12T18:39:00.800,99.0,ARI,left,40.19,23.68,0.51,2.36,0.06,176.01,72.19,None
636110,2021091207,2244,37084.0,31,2021-09-12T18:39:00.900,99.0,ARI,left,40.24,23.75,0.71,2.31,0.09,168.8,37.64,None
636111,2021091207,2244,37084.0,32,2021-09-12T18:39:01.000,99.0,ARI,left,40.28,23.85,1.04,2.31,0.11,124.06,21.63,None
636112,2021091207,2244,37084.0,33,2021-09-12T18:39:01.100,99.0,ARI,left,40.32,24.01,1.48,2.39,0.17,104.91,14.18,None
636113,2021091207,2244,37084.0,34,2021-09-12T18:39:01.200,99.0,ARI,left,40.37,24.2,1.82,2.1,0.19,80.81,12.08,None
636114,2021091207,2244,37084.0,35,2021-09-12T18:39:01.300,99.0,ARI,left,40.42,24.42,2.17,1.73,0.23,63.27,11.47,None
636115,2021091207,2244,37084.0,36,2021-09-12T18:39:01.400,99.0,ARI,left,40.48,24.66,2.48,1.41,0.26,51.0,12.54,None
636116,2021091207,2244,37084.0,37,2021-09-12T18:39:01.500,99.0,ARI,left,40.54,24.92,2.64,1.03,0.26,36.27,13.24,pass_forward
636117,2021091207,2244,37084.0,38,2021-09-12T18:39:01.600,99.0,ARI,left,40.61,25.19,2.76,0.47,0.28,29.26,13.68,None
636118,2021091207,2244,37084.0,39,2021-09-12T18:39:01.700,99.0,ARI,left,40.67,25.47,2.81,0.28,0.29,24.29,13.82,None
636119,2021091207,2244,37084.0,40,2021-09-12T18:39:01.800,99.0,ARI,left,40.73,25.76,2.83,0.67,0.29,17.44,12.82,None
636120,2021091207,2244,37084.0,41,2021-09-12T18:39:01.900,99.0,ARI,left,40.8,26.04,2.82,0.97,0.3,12.15,13.6,None
636121,2021091207,2244,37084.0,42,2021-09-12T18:39:02.000,99.0,ARI,left,40.86,26.31,2.72,1.27,0.28,8.79,13.21,None
636122,2021091207,2244,38538.0,1,2021-09-12T18:38:57.900,17.0,TEN,left,43.09,23.5,0.08,0.25,0.01,256.95,33.89,None
636123,2021091207,2244,38538.0,2,2021-09-12T18:38:58.000,17.0,TEN,left,43.1,23.5,0.1,0.2,0.01,257.72,32.29,None
636124,2021091207,2244,38538.0,3,2021-09-12T18:38:58.100,17.0,TEN,left,43.1,23.51,0.1,0.16,0.01,258.42,13.18,None
636125,2021091207,2244,38538.0,4,2021-09-12T18:38:58.200,17.0,TEN,left,43.1,23.53,0.14,0.21,0.01,258.42,10.27,None
636126,2021091207,2244,38538.0,5,2021-09-12T18:38:58.300,17.0,TEN,left,43.1,23.55,0.17,0.2,0.02,259.22,0.55,None
636127,2021091207,2244,38538.0,6,2021-09-12T18:38:58.400,17.0,TEN,left,43.11,23.56,0.15,0.04,0.01,261.03,16.67,ball_snap
636128,2021091207,2244,38538.0,7,2021-09-12T18:38:58.500,17.0,TEN,left,43.12,23.57,0.14,0.26,0.02,261.66,55.8,None
636129,2021091207,2244,38538.0,8,2021-09-12T18:38:58.600,17.0,TEN,left,43.14,23.57,0.19,0.45,0.02,261.66,82.59,None
636130,2021091207,2244,38538.0,9,2021-09-12T18:38:58.700,17.0,TEN,left,43.18,23.55,0.36,0.87,0.04,262.55,113.03,None
636131,2021091207,2244,38538.0,10,2021-09-12T18:38:58.800,17.0,TEN,left,43.22,23.52,0.53,1.2,0.05,263.86,122.02,None
636132,2021091207,2244,38538.0,11,2021-09-12T18:38:58.900,17.0,TEN,left,43.28,23.48,0.71,1.3,0.07,266.64,125.89,None
636133,2021091207,2244,38538.0,12,2021-09-12T18:38:59.000,17.0,TEN,left,43.36,23.43,0.95,1.42,0.09,269.46,124.99,None
636134,2021091207,2244,38538.0,13,2021-09-12T18:38:59.100,17.0,TEN,left,43.45,23.37,1.2,1.58,0.11,279.79,123.44,None
636135,2021091207,2244,38538.0,14,2021-09-12T18:38:59.200,17.0,TEN,left,43.57,23.3,1.45,1.74,0.14,291.28,119.16,None
636136,2021091207,2244,38538.0,15,2021-09-12T18:38:59.300,17.0,TEN,left,43.72,23.24,1.7,1.77,0.16,299.62,114.19,None
636137,2021091207,2244,38538.0,16,2021-09-12T18:38:59.400,17.0,TEN,left,43.91,23.18,1.95,1.85,0.19,306.79,107.69,None
636138,2021091207,2244,38538.0,17,2021-09-12T18:38:59.500,17.0,TEN,left,44.11,23.14,2.12,1.77,0.21,315.26,102.62,None
636139,2021091207,2244,38538.0,18,2021-09-12T18:38:59.600,17.0,TEN,left,44.33,23.11,2.3,1.77,0.22,323.1,97.2,None
636140,2021091207,2244,38538.0,19,2021-09-12T18:38:59.700,17.0,TEN,left,44.57,23.09,2.47,1.85,0.24,327.66,92.95,None
636141,2021091207,2244,38538.0,20,2021-09-12T18:38:59.800,17.0,TEN,left,44.82,23.09,2.58,1.65,0.25,330.76,88.79,None
636142,2021091207,2244,38538.0,21,2021-09-12T18:38:59.900,17.0,TEN,left,45.08,23.1,2.63,1.4,0.26,335.65,85.31,None
636143,2021091207,2244,38538.0,22,2021-09-12T18:39:00.000,17.0,TEN,left,45.34,23.13,2.61,1.3,0.26,336.64,81.52,None
636144,2021091207,2244,38538.0,23,2021-09-12T18:39:00.100,17.0,TEN,left,45.59,23.18,2.57,1.25,0.26,337.5,78.17,None
636145,2021091207,2244,38538.0,24,2021-09-12T18:39:00.200,17.0,TEN,left,45.82,23.24,2.39,1.45,0.24,339.07,74.64,None
636146,2021091207,2244,38538.0,25,2021-09-12T18:39:00.300,17.0,TEN,left,46.04,23.31,2.22,1.7,0.23,341.69,71.17,None
636147,2021091207,2244,38538.0,26,2021-09-12T18:39:00.400,17.0,TEN,left,46.22,23.38,1.88,2.33,0.19,343.18,65.78,None
636148,2021091207,2244,38538.0,27,2021-09-12T18:39:00.500,17.0,TEN,left,46.34,23.46,1.46,3.0,0.15,345.36,56.96,None
636149,2021091207,2244,38538.0,28,2021-09-12T18:39:00.600,17.0,TEN,left,46.44,23.54,1.17,3.11,0.12,347.22,46.52,None
636150,2021091207,2244,38538.0,29,2021-09-12T18:39:00.700,17.0,TEN,left,46.48,23.62,0.88,3.27,0.09,348.04,26.17,None
636151,2021091207,2244,38538.0,30,2021-09-12T18:39:00.800,17.0,TEN,left,46.45,23.68,0.74,3.75,0.07,349.22,342.33,None
636152,2021091207,2244,38538.0,31,2021-09-12T18:39:00.900,17.0,TEN,left,46.42,23.76,0.92,4.03,0.08,345.22,320.64,None
636153,2021091207,2244,38538.0,32,2021-09-12T18:39:01.000,17.0,TEN,left,46.34,23.83,1.16,3.39,0.1,340.99,305.24,None
636154,2021091207,2244,38538.0,33,2021-09-12T18:39:01.100,17.0,TEN,left,46.24,23.9,1.36,2.59,0.13,336.19,298.7,None
636155,2021091207,2244,38538.0,34,2021-09-12T18:39:01.200,17.0,TEN,left,46.11,23.96,1.49,1.71,0.14,327.48,296.43,None
636156,2021091207,2244,38538.0,35,2021-09-12T18:39:01.300,17.0,TEN,left,45.98,24.03,1.49,0.71,0.15,313.91,295.61,None
636157,2021091207,2244,38538.0,36,2021-09-12T18:39:01.400,17.0,TEN,left,45.85,24.09,1.42,0.25,0.14,301.9,295.19,None
636158,2021091207,2244,38538.0,37,2021-09-12T18:39:01.500,17.0,TEN,left,45.72,24.16,1.37,0.49,0.14,289.31,296.85,pass_forward
636159,2021091207,2244,38538.0,38,2021-09-12T18:39:01.600,17.0,TEN,left,45.61,24.21,1.25,0.82,0.13,278.49,296.59,None
636160,2021091207,2244,38538.0,39,2021-09-12T18:39:01.700,17.0,TEN,left,45.51,24.26,1.02,1.31,0.1,262.03,295.68,None
636161,2021091207,2244,38538.0,40,2021-09-12T18:39:01.800,17.0,TEN,left,45.43,24.29,0.8,1.65,0.09,251.49,295.61,None
636162,2021091207,2244,38538.0,41,2021-09-12T18:39:01.900,17.0,TEN,left,45.38,24.33,0.55,1.84,0.06,243.74,298.97,None
636163,2021091207,2244,38538.0,42,2021-09-12T18:39:02.000,17.0,TEN,left,45.34,24.35,0.33,1.83,0.04,237.1,301.0,None
636164,2021091207,2244,38551.0,1,2021-09-12T18:38:57.900,55.0,ARI,left,36.91,19.02,0.42,0.92,0.04,132.22,100.24,None
636165,2021091207,2244,38551.0,2,2021-09-12T18:38:58.000,55.0,ARI,left,36.95,19.02,0.4,0.38,0.04,132.82,94.35,None
636166,2021091207,2244,38551.0,3,2021-09-12T18:38:58.100,55.0,ARI,left,36.99,19.01,0.46,0.6,0.04,135.15,112.95,None
636167,2021091207,2244,38551.0,4,2021-09-12T18:38:58.200,55.0,ARI,left,37.04,18.99,0.57,0.56,0.06,137.86,113.02,None
636168,2021091207,2244,38551.0,5,2021-09-12T18:38:58.300,55.0,ARI,left,37.1,18.96,0.67,0.57,0.07,136.75,118.24,None
636169,2021091207,2244,38551.0,6,2021-09-12T18:38:58.400,55.0,ARI,left,37.2,18.92,1.03,1.06,0.11,129.19,111.55,ball_snap
636170,2021091207,2244,38551.0,7,2021-09-12T18:38:58.500,55.0,ARI,left,37.31,18.88,1.28,1.52,0.12,129.19,108.14,None
636171,2021091207,2244,38551.0,8,2021-09-12T18:38:58.600,55.0,ARI,left,37.47,18.85,1.6,1.94,0.16,128.41,101.69,None
636172,2021091207,2244,38551.0,9,2021-09-12T18:38:58.700,55.0,ARI,left,37.66,18.82,1.98,2.35,0.19,128.41,98.6,None
636173,2021091207,2244,38551.0,10,2021-09-12T18:38:58.800,55.0,ARI,left,37.89,18.79,2.52,3.06,0.24,113.51,96.01,None
636174,2021091207,2244,38551.0,11,2021-09-12T18:38:58.900,55.0,ARI,left,38.16,18.76,2.82,2.77,0.27,102.98,95.64,None
636175,2021091207,2244,38551.0,12,2021-09-12T18:38:59.000,55.0,ARI,left,38.47,18.74,3.24,2.91,0.3,91.14,93.82,None
636176,2021091207,2244,38551.0,13,2021-09-12T18:38:59.100,55.0,ARI,left,38.82,18.72,3.68,2.94,0.35,85.84,92.31,None
636177,2021091207,2244,38551.0,14,2021-09-12T18:38:59.200,55.0,ARI,left,39.21,18.71,4.16,3.16,0.39,80.24,89.99,None
636178,2021091207,2244,38551.0,15,2021-09-12T18:38:59.300,55.0,ARI,left,39.65,18.71,4.52,2.87,0.44,76.99,89.64,None
636179,2021091207,2244,38551.0,16,2021-09-12T18:38:59.400,55.0,ARI,left,40.11,18.72,4.81,2.32,0.47,69.3,88.82,None
636180,2021091207,2244,38551.0,17,2021-09-12T18:38:59.500,55.0,ARI,left,40.61,18.74,5.01,1.72,0.49,63.9,87.61,None
636181,2021091207,2244,38551.0,18,2021-09-12T18:38:59.600,55.0,ARI,left,41.11,18.76,5.13,1.09,0.51,59.55,87.05,None
636182,2021091207,2244,38551.0,19,2021-09-12T18:38:59.700,55.0,ARI,left,41.62,18.79,5.12,0.61,0.51,52.66,86.03,None
636183,2021091207,2244,38551.0,20,2021-09-12T18:38:59.800,55.0,ARI,left,42.12,18.84,5.03,0.94,0.5,41.02,84.6,None
636184,2021091207,2244,38551.0,21,2021-09-12T18:38:59.900,55.0,ARI,left,42.62,18.89,4.96,1.3,0.5,33.63,82.98,None
